"species","continent","country","adm1","adm2","locality","lat","lon","coordUncertaintyM","alt","institution","collection","catalogNumber","basisOfRecord","collector","earliestDateCollected","latestDateCollected","gbifNotes","downloadDate","maxElevationM","minElevationM","maxDepthM","minDepthM","ISO2","cloc"
"Rhamnus alnifolia L'Her.","North America","Canada","Ontario",NA,"East Gwillimbury Tp., Holland Landing ESA, Lowlands on the E side of the Holland River East Branch, between River Drive Park and Holland Landing.",44.12056,-79.49699,"793",NA,"Royal Ontario Museum","TRT","254603","specimen","Varga, S.; Gould, J.","1986-08-18","1986-08-18","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","East Gwillimbury Tp., Holland Landing ESA, Lowlands on the E side of the Holland River East Branch, between River Drive Park and Holland Landing., Ontario, Canada, North America"
"Rhamnus alnifolia L'Her.","North America","Canada","Ontario",NA,"Georgina Tp., Pefferlaw Brook ESA, Broad lowlands S of the town of Pefferlaw along the W side of Pefferlaw Brook.",44.31349,-79.19832,"115",NA,"Royal Ontario Museum","TRT","254615","specimen","Varga, S.","1984-07-16","1984-07-16","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","Georgina Tp., Pefferlaw Brook ESA, Broad lowlands S of the town of Pefferlaw along the W side of Pefferlaw Brook., Ontario, Canada, North America"
"Rhamnus alnifolia L'Her.","North America","Canada","Ontario",NA,"King Tp., Pottageville",43.98339,-79.61643,"3348",NA,"Royal Ontario Museum","TRT","062895","specimen","Brown, H.H.","1930-08-31","1930-08-31","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","King Tp., Pottageville, Ontario, Canada, North America"
"Rhamnus alnifolia L'Her.","North America","Canada","Ontario",NA,"Georgina Tp., Zephyr Creek Swamp ANSI, Northern portion of the ANSI on broad lowlands of Zephyr Creek.",44.2602,-79.258286,"1160",NA,"Royal Ontario Museum","TRT","254305","specimen","Varga, S.; McKay-Kuja, S.","1984-07-31","1984-07-31","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","Georgina Tp., Zephyr Creek Swamp ANSI, Northern portion of the ANSI on broad lowlands of Zephyr Creek., Ontario, Canada, North America"
"Rhamnus alnifolia L'Her.","North America","Canada","Ontario",NA,"Georgina Tp., Georgina Township Municipality, Morning Glory Swamp SE shore of L. Simcoe, 1 km NW of Hwy 48 bridge over Pefferlaw Brook.",44.33611,-79.227776,"60",219.46,"Royal Ontario Museum","TRT","231693","specimen","Metsger, D.A.; Varga, S.","1983-06-25","1983-06-25","Data from GBIF data index - original values.",2013-05-12,NA,"219.46",NA,NA,"CA","Georgina Tp., Georgina Township Municipality, Morning Glory Swamp SE shore of L. Simcoe, 1 km NW of Hwy 48 bridge over Pefferlaw Brook., Ontario, Canada, North America"
"Rhamnus alnifolia L'Her.","North America","Canada","Ontario",NA,"Town of Whitchurch-Stouffville, Kettle wetland complex, 1.5 km S of Ballantrae.",44.02294,-79.299484,"1640",NA,"Royal Ontario Museum","TRT","229067","specimen","Varga, S.; Lindsay, K.","1982-07-07","1982-07-07","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","Town of Whitchurch-Stouffville, Kettle wetland complex, 1.5 km S of Ballantrae., Ontario, Canada, North America"
"Rhamnus alnifolia L'Her.","North America","Canada","Ontario",NA,"King Tp., Pottageville",43.98339,-79.61643,"3348",NA,"Royal Ontario Museum","TRT","062894","specimen","Brown, H.H.","1930-06-22","1930-06-22","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","King Tp., Pottageville, Ontario, Canada, North America"
"Rhamnus alnifolia","North America","Canada","Ontario","Bruce Co.","Gould Lake",44.597435,-81.19678,"1206",NA,"Royal Ontario Museum","TRT","129591","specimen","Cain, R.F.","1934-06-20","1934-06-20","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","Gould Lake, Ontario, Bruce Co., Canada, North America"
"Rhamnus alnifolia","North America","Canada","Ontario","Bruce Co.","Tobermory",45.25858,-81.66886,"3889",NA,"Royal Ontario Museum","TRT","129587","specimen","Cain, R.F.","1929-08-08","1929-08-08","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","Tobermory, Ontario, Bruce Co., Canada, North America"
"Rhamnus alnifolia L'Her.","North America","Canada","Ontario",NA,"King Tp., Pottageville, In moist clearing N of Little Cabin Woods.",43.996395,-79.62461,"3348",NA,"Royal Ontario Museum","TRT","110462","specimen","Snider, Mrs.; Watson, W.R.","1926-07-12","1926-07-12","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","King Tp., Pottageville, In moist clearing N of Little Cabin Woods., Ontario, Canada, North America"
"Rhamnus alnifolia L'Her.","North America","Canada","Ontario",NA,"King Tp., King Township Municipality, 4.85 km ENE of Nobleton/ Hwy 27 intersection",43.91944,-79.59861,"120",256.03,"Royal Ontario Museum","TRT","231616","specimen","Varga, S.; Toronto Field Naturalists Botany Group","1983-07-30","1983-07-30","Data from GBIF data index - original values.",2013-05-12,NA,"256.03",NA,NA,"CA","King Tp., King Township Municipality, 4.85 km ENE of Nobleton/ Hwy 27 intersection, Ontario, Canada, North America"
"Rhamnus alnifolia","North America","Canada","Ontario","Bruce Co.","Oliphant",44.73307,-81.26311,"3164",NA,"Royal Ontario Museum","TRT","209148","specimen","Kaye, K.","1965-06-12","1965-06-12","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","Oliphant, Ontario, Bruce Co., Canada, North America"
"Rhamnus alnifolia l'Her.","North America","Canada","Ontario","Nipissing Dist.","Temagami Forest Reserve, Sandy Inlet",47.158615,-80.07668,"1505.0",NA,"Royal Ontario Museum","TRT","053291","specimen","Watson, W.R.",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","Temagami Forest Reserve, Sandy Inlet, Ontario, Nipissing Dist., Canada, North America"
"Rhamnus alnifolia","North America","Canada","Ontario","Bruce Co.","Oliphant",44.73307,-81.26311,"3164",NA,"Royal Ontario Museum","TRT","081906","specimen","Owens, L.T.","1952-06-10","1952-06-10","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","Oliphant, Ontario, Bruce Co., Canada, North America"
"Rhamnus alnifolia l'Her.","North America","Canada","Ontario","Nipissing Dist.","Temagami Forest Reserve, Sandy Inlet",47.158615,-80.07668,"1505.0",NA,"Royal Ontario Museum","TRT","053292","specimen","Krotkov, P.V.",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","Temagami Forest Reserve, Sandy Inlet, Ontario, Nipissing Dist., Canada, North America"
"Rhamnus alnifolia L'Her.","North America","Canada","Ontario",NA,"King Tp., Pottageville Swamp ESA, SE portion of the ESA on moraine slope and adjacent lowlands.",44.01325,-79.637405,"1475",NA,"Royal Ontario Museum","TRT","254416","specimen","Varga, S.; Toronto Field Naturalists Botany Group","1983-06-03","1983-06-03","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","King Tp., Pottageville Swamp ESA, SE portion of the ESA on moraine slope and adjacent lowlands., Ontario, Canada, North America"
"Rhamnus alnifolia","North America","Canada","Ontario","Bruce Co.","Bruce Peninsula, Stokes Bay",44.98533,-81.38094,"3164",NA,"Royal Ontario Museum","TRT","034084","specimen","Krotkov, P.V.","1934-06-06","1934-06-06","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","Bruce Peninsula, Stokes Bay, Ontario, Bruce Co., Canada, North America"
"Rhamnus alnifolia","North America","Canada","Ontario","Bruce Co.","Bruce Peninsula, Howdenvale",44.82655,-81.29861,"1748",NA,"Royal Ontario Museum","TRT","034085","specimen","Watson, W.R.","1902-07-31","1902-07-31","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","Bruce Peninsula, Howdenvale, Ontario, Bruce Co., Canada, North America"
"Rhamnus alnifolia L’Héritier","North America","Canada","New Brunswick","Charlotte County","Anderson Settlement",45.45,-67.26667,NA,NA,"Université de Montréal Biodiversity Centre","MT","MT00066192","specimen","Squires, W. Austin","1963-09-29","1963-09-29","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","Anderson Settlement, New Brunswick, Charlotte County, Canada, North America"
"Rhamnus alnifolia L’Héritier","North America","Canada","Québec","Ville de Gatineau","Île Marguerite. Riviére Gatineau. Futur pont Alonzo-Wright.",45.49139,-75.75222,NA,NA,"Université de Montréal Biodiversity Centre","MT","MT00025096","specimen","Claude, Ginette","2004-08-05","2004-08-05","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","Île Marguerite. Riviére Gatineau. Futur pont Alonzo-Wright., Québec, Ville de Gatineau, Canada, North America"
"Rhamnus alnifolia L’Héritier","North America","Canada","Québec","Ville de Montréal","Parc régional du Cap-Saint-Jacques",45.466667,-73.933334,NA,NA,"Université de Montréal Biodiversity Centre","MT","MT00002451","specimen","Gauvin, Claire; Robert, M.","1987-07-10","1987-07-10","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","Parc régional du Cap-Saint-Jacques, Québec, Ville de Montréal, Canada, North America"
"Rhamnus alnifolia L’Héritier","North America","Canada","Québec","Argenteuil","Lac McDonald, propriété Elmslie, canton de Harrington",45.866665,-74.583336,NA,NA,"Université de Montréal Biodiversity Centre","MT","MT00003352","specimen","Claude, Ginette; Houle, Gilles","1980-08-12","1980-08-12","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","Lac McDonald, propriété Elmslie, canton de Harrington, Québec, Argenteuil, Canada, North America"
"Rhamnus alnifolia L’Héritier","North America","Canada","Québec","Ville de Montréal","Parc régional du Cap-Saint-Jacques",45.466667,-73.933334,NA,NA,"Université de Montréal Biodiversity Centre","MT","MT00002463","specimen","Gauvin, Claire; Robert, M.","1987-07-13","1987-07-13","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","Parc régional du Cap-Saint-Jacques, Québec, Ville de Montréal, Canada, North America"
"Rhamnus alnifolia L’Héritier","North America","Canada","Québec",NA,"La Prairie-Brossard, le boisé Lafrênière situé au sud de l'autoroute 10 et à l'est de l'autoroute 30",45.42505,-73.4116,NA,47,"Université de Montréal Biodiversity Centre","MT","MT00022612","specimen","Hay, Stuart G.","2007-06-24","2007-06-24","Data from GBIF data index - original values.",2013-05-12,NA,"47",NA,NA,"CA","La Prairie-Brossard, le boisé Lafrênière situé au sud de l'autoroute 10 et à l'est de l'autoroute 30, Québec, Canada, North America"
"Rhamnus alnifolia L’Héritier","North America","Canada","Québec",NA,"Baie Fitch (versant sud), ruisseau No 31 (à mi-chemin entre les Narrows et l’extemité E de la baie), en amont du pont sur route sécondaire (sta. 31-2), canton de Stanstead",45.095833,-72.17139,NA,217.93,"Université de Montréal Biodiversity Centre","MT","MT00110055","specimen","Lévesque, Lucien, Fr.; Pageau, Gérard; Deschamps, Laurent; Legendre, Pierre","1965-06-04","1965-06-04","Data from GBIF data index - original values.",2013-05-12,NA,"217.93",NA,NA,"CA","Baie Fitch (versant sud), ruisseau No 31 (à mi-chemin entre les Narrows et l’extemité E de la baie), en amont du pont sur route sécondaire (sta. 31-2), canton de Stanstead, Québec, Canada, North America"
"Rhamnus alnifolia L'Hér.",NA,"Canada","Québec",NA,"Toupiké Rivire 3",47.833332,-69.066666,NA,NA,"Université Laval","QFA","QFA0546833","specimen","Cobbaert, Danielle","2001-08-07","2001-08-07","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","Toupiké Rivire 3, Québec, Canada"
"Rhamnus alnifolia L'Hér.",NA,"Canada","Québec",NA,"Québec.",46.8,-71.21667,NA,NA,"Université Laval","QFA","QFA0341143","specimen","Dumais, Rolland","1934-08-11","1934-08-11","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","Québec., Québec, Canada"
"Rhamnus alnifolia L'Hér.",NA,"Canada","Québec",NA,"Cité Universitaire, Ste-Foy.",46.78361,-71.26861,NA,NA,"Université Laval","QFA","QFA0119007","specimen","Cinq-Mars, Lionel; Perras, Jean-Guy","1971-05-28","1971-05-28","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","Cité Universitaire, Ste-Foy., Québec, Canada"
"Rhamnus alnifolia L'Hér.",NA,"Canada","Québec",NA,"Université Laval.",46.783333,-71.26778,NA,NA,"Université Laval","QFA","QFA0187857","specimen","Bernard, Jean-Paul","1975-06-09","1975-06-09","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","Université Laval., Québec, Canada"
"Rhamnus alnifolia L'Hér.",NA,"Canada","Québec",NA,"MRC de l'Érable, Inverness, Lac Joseph, baie à l'est du Camping de l'Association de chasse et pêche de Plessisville, 1,5 km au nord-est du ruisseau Golden.",46.20889,-71.54639,NA,NA,"Université Laval","QFA","QFA0549699","specimen","Garneau, Michelle; Lachance, Audrey","2008-07-15","2008-07-15","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","MRC de l'Érable, Inverness, Lac Joseph, baie à l'est du Camping de l'Association de chasse et pêche de Plessisville, 1,5 km au nord-est du ruisseau Golden., Québec, Canada"
"Rhamnus alnifolia L'Hér.",NA,"Canada","Québec",NA,"Université Laval.",46.78389,-71.26861,NA,NA,"Université Laval","QFA","QFA0186641","specimen","Bernard, Jean-Paul","1976-05-31","1976-05-31","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","Université Laval., Québec, Canada"
"Rhamnus alnifolia L'Hér.",NA,"Canada","Québec",NA,"St. Honoré 1",47.7,-69.183334,NA,NA,"Université Laval","QFA","QFA0546001","specimen","Cobbaert, Danielle","2001-08-01","2001-08-01","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","St. Honoré 1, Québec, Canada"
"Rhamnus alnifolia",NA,"Canada","Nova Scotia",NA,"Long Lake, E end of Long Lake",45.90814,-64.13836,NA,NA,"ACAD","ECSMITH HERBARIUM","ECS017977","specimen","Blaney, CS",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","Long Lake, E end of Long Lake, Nova Scotia, Canada"
"Rhamnus alnifolia","North America","United States","Connecticut","Hartford  County","swamp",41.9425,-72.7411,NA,NA,"YPM","BOT","YPM CBS 022714","specimen","E. B. Harger","1909-07-05","1909-07-05","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","swamp, Connecticut, Hartford  County, United States, North America"
"Rhamnus alnifolia","North America","United States","Connecticut","Litchfield County","Litchfield",41.7413,-73.1931,NA,NA,"YPM","BOT","YPM CBS 022711","specimen","E. B. Harger","1909-06-09","1909-06-09","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Litchfield, Connecticut, Litchfield County, United States, North America"
"Rhamnus alnifolia","North America","United States","Connecticut","Litchfield County","Litchfield",41.7413,-73.1931,NA,NA,"YPM","BOT","YPM CBS 022712","specimen","C. H. Bissell","1906-06-26","1906-06-26","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Litchfield, Connecticut, Litchfield County, United States, North America"
